Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,price_avg,price_min,price_max
Heidelberg Heights,5,h,1587500.0,10.5,3081.0,5.0,2.0,599.0,,2013.0,Banyule,-37.7521,145.0505,87.70833333333333,25.0,453.0
Heidelberg Heights,4,h,758500.0,10.5,3081.0,2.0,3.0,510.0,,,Banyule,-37.7427,145.0547,76.71428571428571,28.0,320.0
Heidelberg Heights,4,h,758500.0,10.5,3081.0,2.0,3.0,510.0,,,Banyule,-37.7427,145.0547,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,994000.0,10.5,3081.0,2.0,2.0,807.0,192.0,1950.0,Banyule,-37.7453,145.0559,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,994000.0,10.5,3081.0,2.0,2.0,807.0,192.0,1950.0,Banyule,-37.7453,145.0559,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,725000.0,10.5,3081.0,2.0,1.0,665.0,,,Banyule,-37.7505,145.0477,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,725000.0,10.5,3081.0,2.0,1.0,665.0,,,Banyule,-37.7505,145.0477,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,725000.0,10.5,3081.0,1.0,3.0,577.0,,1955.0,Banyule,-37.7368,145.0524,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,725000.0,10.5,3081.0,1.0,3.0,577.0,,1955.0,Banyule,-37.7368,145.0524,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,743000.0,10.5,3081.0,1.0,0.0,673.0,,1950.0,Banyule,-37.7428,145.0494,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,743000.0,10.5,3081.0,1.0,0.0,673.0,,1950.0,Banyule,-37.7428,145.0494,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,785000.0,10.5,3081.0,1.0,0.0,592.0,130.0,1950.0,Banyule,-37.7477,145.0481,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,785000.0,10.5,3081.0,1.0,0.0,592.0,130.0,1950.0,Banyule,-37.7477,145.0481,87.70833333333333,25.0,453.0
Heidelberg Heights,3,t,620000.0,10.5,3081.0,2.0,2.0,215.0,118.0,2005.0,Banyule,-37.7424,145.0519,76.71428571428571,28.0,320.0
Heidelberg Heights,3,t,620000.0,10.5,3081.0,2.0,2.0,215.0,118.0,2005.0,Banyule,-37.7424,145.0519,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,700000.0,10.5,3081.0,2.0,1.0,608.0,,,Banyule,-37.7376,145.0488,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,700000.0,10.5,3081.0,2.0,1.0,608.0,,,Banyule,-37.7376,145.0488,87.70833333333333,25.0,453.0
Heidelberg Heights,3,t,706750.0,10.5,3081.0,2.0,2.0,250.0,125.0,2012.0,Banyule,-37.7449,145.0523,76.71428571428571,28.0,320.0
Heidelberg Heights,3,t,706750.0,10.5,3081.0,2.0,2.0,250.0,125.0,2012.0,Banyule,-37.7449,145.0523,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,584000.0,10.5,3081.0,1.0,1.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,584000.0,10.5,3081.0,1.0,1.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,909000.0,10.5,3081.0,2.0,2.0,585.0,134.0,1960.0,Banyule,-37.7358,145.0546,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,909000.0,10.5,3081.0,2.0,2.0,585.0,134.0,1960.0,Banyule,-37.7358,145.0546,87.70833333333333,25.0,453.0
Heidelberg Heights,4,h,1086000.0,10.5,3081.0,2.0,2.0,724.0,161.0,1960.0,Banyule,-37.7404,145.0582,76.71428571428571,28.0,320.0
Heidelberg Heights,4,h,1086000.0,10.5,3081.0,2.0,2.0,724.0,161.0,1960.0,Banyule,-37.7404,145.0582,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,680000.0,10.5,3081.0,1.0,1.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,680000.0,10.5,3081.0,1.0,1.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,87.70833333333333,25.0,453.0
Heidelberg Heights,2,u,440000.0,10.5,3081.0,1.0,2.0,281.0,,1970.0,Banyule,-37.7429,145.0519,76.71428571428571,28.0,320.0
Heidelberg Heights,2,u,440000.0,10.5,3081.0,1.0,2.0,281.0,,1970.0,Banyule,-37.7429,145.0519,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,650000.0,10.5,3081.0,1.0,3.0,620.0,85.0,1950.0,Banyule,-37.7377,145.0541,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,650000.0,10.5,3081.0,1.0,3.0,620.0,85.0,1950.0,Banyule,-37.7377,145.0541,87.70833333333333,25.0,453.0
Heidelberg Heights,5,h,890000.0,10.5,3081.0,2.0,2.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,76.71428571428571,28.0,320.0
Heidelberg Heights,5,h,890000.0,10.5,3081.0,2.0,2.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,650000.0,10.5,3081.0,1.0,2.0,582.0,90.0,1955.0,Banyule,-37.7422,145.05,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,650000.0,10.5,3081.0,1.0,2.0,582.0,90.0,1955.0,Banyule,-37.7422,145.05,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,659500.0,10.5,3081.0,1.0,1.0,608.0,,,Banyule,-37.7361,145.0551,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,659500.0,10.5,3081.0,1.0,1.0,608.0,,,Banyule,-37.7361,145.0551,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,725000.0,10.5,3081.0,1.0,2.0,580.0,,,Banyule,-37.738,145.0563,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,725000.0,10.5,3081.0,1.0,2.0,580.0,,,Banyule,-37.738,145.0563,87.70833333333333,25.0,453.0
Heidelberg Heights,2,u,605000.0,10.5,3081.0,1.0,1.0,166.0,87.0,2008.0,Banyule,-37.7416,145.0567,76.71428571428571,28.0,320.0
Heidelberg Heights,2,u,605000.0,10.5,3081.0,1.0,1.0,166.0,87.0,2008.0,Banyule,-37.7416,145.0567,87.70833333333333,25.0,453.0
Heidelberg Heights,8,h,770000.0,10.5,3081.0,4.0,4.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,76.71428571428571,28.0,320.0
Heidelberg Heights,8,h,770000.0,10.5,3081.0,4.0,4.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,950000.0,10.5,3081.0,1.0,2.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,950000.0,10.5,3081.0,1.0,2.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,87.70833333333333,25.0,453.0
Heidelberg Heights,4,h,856000.0,10.5,3081.0,1.0,2.0,722.0,208.0,1975.0,Banyule,-37.7477,145.0565,76.71428571428571,28.0,320.0
Heidelberg Heights,4,h,856000.0,10.5,3081.0,1.0,2.0,722.0,208.0,1975.0,Banyule,-37.7477,145.0565,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,600000.0,10.5,3081.0,2.0,2.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,600000.0,10.5,3081.0,2.0,2.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,1060000.0,10.5,3081.0,1.0,0.0,837.0,,,Banyule,-37.7389,145.053,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,1060000.0,10.5,3081.0,1.0,0.0,837.0,,,Banyule,-37.7389,145.053,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,850000.0,10.5,3081.0,1.0,1.0,590.0,,,Banyule,-37.7483,145.0479,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,850000.0,10.5,3081.0,1.0,1.0,590.0,,,Banyule,-37.7483,145.0479,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,2.0,244.0,,,Banyule,-37.7421,145.0491,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,2.0,244.0,,,Banyule,-37.7421,145.0491,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,1100000.0,10.5,3081.0,1.0,0.0,613.0,,1925.0,Banyule,-37.7532,145.0554,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,1100000.0,10.5,3081.0,1.0,0.0,613.0,,1925.0,Banyule,-37.7532,145.0554,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,915000.0,10.5,3081.0,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,915000.0,10.5,3081.0,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,87.70833333333333,25.0,453.0
Heidelberg Heights,2,u,400000.0,10.5,3081.0,1.0,1.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,76.71428571428571,28.0,320.0
Heidelberg Heights,2,u,400000.0,10.5,3081.0,1.0,1.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,526000.0,10.5,3081.0,1.0,1.0,310.0,,1994.0,Banyule,-37.7389,145.0486,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,526000.0,10.5,3081.0,1.0,1.0,310.0,,1994.0,Banyule,-37.7389,145.0486,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,570000.0,10.5,3081.0,1.0,3.0,428.0,,,Banyule,-37.7355,145.0573,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,570000.0,10.5,3081.0,1.0,3.0,428.0,,,Banyule,-37.7355,145.0573,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,550000.0,10.5,3081.0,1.0,1.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,550000.0,10.5,3081.0,1.0,1.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,1.0,174.0,,,Banyule,-37.7433,145.0545,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,1.0,174.0,,,Banyule,-37.7433,145.0545,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,590000.0,10.5,3081.0,1.0,2.0,586.0,80.0,1955.0,Banyule,-37.7435,145.0486,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,590000.0,10.5,3081.0,1.0,2.0,586.0,80.0,1955.0,Banyule,-37.7435,145.0486,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,920000.0,10.5,3081.0,1.0,3.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,920000.0,10.5,3081.0,1.0,3.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,87.70833333333333,25.0,453.0
Heidelberg Heights,2,h,460000.0,10.5,3081.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,76.71428571428571,28.0,320.0
Heidelberg Heights,2,h,460000.0,10.5,3081.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,662500.0,10.5,3081.0,1.0,4.0,552.0,,,Banyule,-37.7379,145.0514,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,662500.0,10.5,3081.0,1.0,4.0,552.0,,,Banyule,-37.7379,145.0514,87.70833333333333,25.0,453.0
Heidelberg Heights,4,h,1000500.0,10.5,3081.0,2.0,1.0,592.0,191.0,1950.0,Banyule,-37.7478,145.0477,76.71428571428571,28.0,320.0
Heidelberg Heights,4,h,1000500.0,10.5,3081.0,2.0,1.0,592.0,191.0,1950.0,Banyule,-37.7478,145.0477,87.70833333333333,25.0,453.0
Heidelberg Heights,3,h,631000.0,10.5,3081.0,1.0,1.0,596.0,99.0,1960.0,Banyule,-37.7432,145.0479,76.71428571428571,28.0,320.0
Heidelberg Heights,3,h,631000.0,10.5,3081.0,1.0,1.0,596.0,99.0,1960.0,Banyule,-37.7432,145.0479,87.70833333333333,25.0,453.0
Heidelberg West,5,h,765000.0,9.4,3081.0,2.0,2.0,415.0,,,Banyule,-37.7354,145.0381,76.71428571428571,28.0,320.0
Heidelberg West,5,h,765000.0,9.4,3081.0,2.0,2.0,415.0,,,Banyule,-37.7354,145.0381,87.70833333333333,25.0,453.0
Heidelberg West,3,h,691000.0,9.4,3081.0,1.0,2.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,76.71428571428571,28.0,320.0
Heidelberg West,3,h,691000.0,9.4,3081.0,1.0,2.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,87.70833333333333,25.0,453.0
Heidelberg West,3,h,560000.0,9.4,3081.0,1.0,1.0,523.0,87.0,1960.0,Banyule,-37.7369,145.0376,76.71428571428571,28.0,320.0
Heidelberg West,3,h,560000.0,9.4,3081.0,1.0,1.0,523.0,87.0,1960.0,Banyule,-37.7369,145.0376,87.70833333333333,25.0,453.0
Heidelberg West,2,h,735000.0,9.4,3081.0,1.0,3.0,602.0,,,Banyule,-37.7455,145.0452,76.71428571428571,28.0,320.0
Heidelberg West,2,h,735000.0,9.4,3081.0,1.0,3.0,602.0,,,Banyule,-37.7455,145.0452,87.70833333333333,25.0,453.0
Heidelberg West,3,h,830000.0,9.4,3081.0,2.0,0.0,643.0,,,Banyule,-37.737,145.0364,76.71428571428571,28.0,320.0
Heidelberg West,3,h,830000.0,9.4,3081.0,2.0,0.0,643.0,,,Banyule,-37.737,145.0364,87.70833333333333,25.0,453.0
Heidelberg West,3,h,330000.0,9.4,3081.0,1.0,1.0,468.0,,,Banyule,-37.7357,145.0413,76.71428571428571,28.0,320.0
Heidelberg West,3,h,330000.0,9.4,3081.0,1.0,1.0,468.0,,,Banyule,-37.7357,145.0413,87.70833333333333,25.0,453.0
Heidelberg West,1,h,405000.0,9.4,3081.0,1.0,2.0,374.0,,,Banyule,-37.7359,145.03799999999995,76.71428571428571,28.0,320.0
Heidelberg West,1,h,405000.0,9.4,3081.0,1.0,2.0,374.0,,,Banyule,-37.7359,145.03799999999995,87.70833333333333,25.0,453.0
Heidelberg West,2,t,370000.0,9.4,3081.0,1.0,1.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,76.71428571428571,28.0,320.0
Heidelberg West,2,t,370000.0,9.4,3081.0,1.0,1.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,87.70833333333333,25.0,453.0
Heidelberg West,3,h,532000.0,9.4,3081.0,1.0,1.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,76.71428571428571,28.0,320.0
Heidelberg West,3,h,532000.0,9.4,3081.0,1.0,1.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,87.70833333333333,25.0,453.0
Heidelberg West,3,h,740000.0,9.4,3081.0,2.0,1.0,627.0,,1960.0,Banyule,-37.747,145.0402,76.71428571428571,28.0,320.0
Heidelberg West,3,h,740000.0,9.4,3081.0,2.0,1.0,627.0,,1960.0,Banyule,-37.747,145.0402,87.70833333333333,25.0,453.0
Heidelberg West,2,h,686000.0,9.4,3081.0,1.0,2.0,650.0,,,Banyule,-37.7446,145.0404,76.71428571428571,28.0,320.0
Heidelberg West,2,h,686000.0,9.4,3081.0,1.0,2.0,650.0,,,Banyule,-37.7446,145.0404,87.70833333333333,25.0,453.0
Heidelberg West,2,h,501500.0,9.4,3081.0,1.0,2.0,538.0,,,Banyule,-37.7405,145.0365,76.71428571428571,28.0,320.0
Heidelberg West,2,h,501500.0,9.4,3081.0,1.0,2.0,538.0,,,Banyule,-37.7405,145.0365,87.70833333333333,25.0,453.0
Heidelberg West,3,h,525500.0,9.4,3081.0,1.0,1.0,605.0,,,Banyule,-37.7344,145.0404,76.71428571428571,28.0,320.0
Heidelberg West,3,h,525500.0,9.4,3081.0,1.0,1.0,605.0,,,Banyule,-37.7344,145.0404,87.70833333333333,25.0,453.0
Heidelberg West,3,h,525000.0,9.4,3081.0,1.0,2.0,192.0,,1970.0,Banyule,-37.7409,145.0398,76.71428571428571,28.0,320.0
Heidelberg West,3,h,525000.0,9.4,3081.0,1.0,2.0,192.0,,1970.0,Banyule,-37.7409,145.0398,87.70833333333333,25.0,453.0
Heidelberg West,3,h,710000.0,9.4,3081.0,1.0,1.0,594.0,107.0,,Banyule,-37.7385,145.0409,76.71428571428571,28.0,320.0
Heidelberg West,3,h,710000.0,9.4,3081.0,1.0,1.0,594.0,107.0,,Banyule,-37.7385,145.0409,87.70833333333333,25.0,453.0
Heidelberg West,3,h,808000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7386,145.0441,76.71428571428571,28.0,320.0
Heidelberg West,3,h,808000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7386,145.0441,87.70833333333333,25.0,453.0
Heidelberg West,3,h,652000.0,9.4,3081.0,1.0,0.0,589.0,,,Banyule,-37.7356,145.0448,76.71428571428571,28.0,320.0
Heidelberg West,3,h,652000.0,9.4,3081.0,1.0,0.0,589.0,,,Banyule,-37.7356,145.0448,87.70833333333333,25.0,453.0
Heidelberg West,2,h,515500.0,9.4,3081.0,1.0,1.0,331.0,111.0,1960.0,Banyule,-37.7441,145.0379,76.71428571428571,28.0,320.0
Heidelberg West,2,h,515500.0,9.4,3081.0,1.0,1.0,331.0,111.0,1960.0,Banyule,-37.7441,145.0379,87.70833333333333,25.0,453.0
Heidelberg West,3,h,800000.0,9.4,3081.0,1.0,3.0,633.0,88.0,1950.0,Banyule,-37.746,145.0422,76.71428571428571,28.0,320.0
Heidelberg West,3,h,800000.0,9.4,3081.0,1.0,3.0,633.0,88.0,1950.0,Banyule,-37.746,145.0422,87.70833333333333,25.0,453.0
Heidelberg West,2,h,450000.0,9.4,3081.0,1.0,2.0,418.0,,1960.0,Banyule,-37.7392,145.0425,76.71428571428571,28.0,320.0
Heidelberg West,2,h,450000.0,9.4,3081.0,1.0,2.0,418.0,,1960.0,Banyule,-37.7392,145.0425,87.70833333333333,25.0,453.0
Heidelberg West,2,h,620000.0,9.4,3081.0,1.0,2.0,668.0,88.0,1950.0,Banyule,-37.7389,145.0393,76.71428571428571,28.0,320.0
Heidelberg West,2,h,620000.0,9.4,3081.0,1.0,2.0,668.0,88.0,1950.0,Banyule,-37.7389,145.0393,87.70833333333333,25.0,453.0
Heidelberg West,2,h,497500.0,9.4,3081.0,1.0,2.0,708.0,,,Banyule,-37.7443,145.0454,76.71428571428571,28.0,320.0
Heidelberg West,2,h,497500.0,9.4,3081.0,1.0,2.0,708.0,,,Banyule,-37.7443,145.0454,87.70833333333333,25.0,453.0
Heidelberg West,2,u,360000.0,9.4,3081.0,1.0,1.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,76.71428571428571,28.0,320.0
Heidelberg West,2,u,360000.0,9.4,3081.0,1.0,1.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,87.70833333333333,25.0,453.0
Heidelberg West,2,h,440500.0,9.4,3081.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,76.71428571428571,28.0,320.0
Heidelberg West,2,h,440500.0,9.4,3081.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,87.70833333333333,25.0,453.0
Heidelberg West,4,h,758000.0,9.4,3081.0,1.0,1.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,76.71428571428571,28.0,320.0
Heidelberg West,4,h,758000.0,9.4,3081.0,1.0,1.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,87.70833333333333,25.0,453.0
Heidelberg West,3,h,690500.0,9.4,3081.0,1.0,2.0,605.0,,,Banyule,-37.7386,145.0447,76.71428571428571,28.0,320.0
Heidelberg West,3,h,690500.0,9.4,3081.0,1.0,2.0,605.0,,,Banyule,-37.7386,145.0447,87.70833333333333,25.0,453.0
Heidelberg West,2,h,752000.0,9.4,3081.0,1.0,0.0,627.0,,,Banyule,-37.7469,145.0399,76.71428571428571,28.0,320.0
Heidelberg West,2,h,752000.0,9.4,3081.0,1.0,0.0,627.0,,,Banyule,-37.7469,145.0399,87.70833333333333,25.0,453.0
Heidelberg West,2,h,777000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7443,145.0452,76.71428571428571,28.0,320.0
Heidelberg West,2,h,777000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7443,145.0452,87.70833333333333,25.0,453.0
Heidelberg West,2,h,680000.0,9.4,3081.0,1.0,1.0,591.0,,,Banyule,-37.7385,145.0387,76.71428571428571,28.0,320.0
Heidelberg West,2,h,680000.0,9.4,3081.0,1.0,1.0,591.0,,,Banyule,-37.7385,145.0387,87.70833333333333,25.0,453.0
Heidelberg West,3,h,480000.0,9.4,3081.0,1.0,1.0,338.0,13.0,1980.0,Banyule,-37.739,145.0481,76.71428571428571,28.0,320.0
Heidelberg West,3,h,480000.0,9.4,3081.0,1.0,1.0,338.0,13.0,1980.0,Banyule,-37.739,145.0481,87.70833333333333,25.0,453.0
Heidelberg West,4,h,715000.0,9.4,3081.0,2.0,2.0,521.0,196.0,1990.0,Banyule,-37.738,145.0374,76.71428571428571,28.0,320.0
Heidelberg West,4,h,715000.0,9.4,3081.0,2.0,2.0,521.0,196.0,1990.0,Banyule,-37.738,145.0374,87.70833333333333,25.0,453.0
Heidelberg West,2,h,520000.0,9.4,3081.0,1.0,2.0,594.0,,,Banyule,-37.7471,145.0427,76.71428571428571,28.0,320.0
Heidelberg West,2,h,520000.0,9.4,3081.0,1.0,2.0,594.0,,,Banyule,-37.7471,145.0427,87.70833333333333,25.0,453.0
Heidelberg West,3,h,646250.0,9.4,3081.0,1.0,2.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,76.71428571428571,28.0,320.0
Heidelberg West,3,h,646250.0,9.4,3081.0,1.0,2.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,87.70833333333333,25.0,453.0
Heidelberg West,3,h,1375000.0,9.4,3081.0,1.0,1.0,368.0,106.0,1960.0,Banyule,-37.7344,145.04399999999995,76.71428571428571,28.0,320.0
Heidelberg West,3,h,1375000.0,9.4,3081.0,1.0,1.0,368.0,106.0,1960.0,Banyule,-37.7344,145.04399999999995,87.70833333333333,25.0,453.0
Heidelberg West,3,h,722000.0,9.4,3081.0,1.0,2.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,76.71428571428571,28.0,320.0
Heidelberg West,3,h,722000.0,9.4,3081.0,1.0,2.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,87.70833333333333,25.0,453.0
Heidelberg West,2,h,715000.0,9.4,3081.0,1.0,3.0,609.0,,,Banyule,-37.7415,145.0391,76.71428571428571,28.0,320.0
Heidelberg West,2,h,715000.0,9.4,3081.0,1.0,3.0,609.0,,,Banyule,-37.7415,145.0391,87.70833333333333,25.0,453.0
Heidelberg West,1,h,636000.0,9.4,3081.0,1.0,1.0,588.0,,,Banyule,-37.7454,145.0397,76.71428571428571,28.0,320.0
Heidelberg West,1,h,636000.0,9.4,3081.0,1.0,1.0,588.0,,,Banyule,-37.7454,145.0397,87.70833333333333,25.0,453.0
Heidelberg West,2,h,590000.0,9.4,3081.0,1.0,2.0,586.0,,,Banyule,-37.7418,145.0464,76.71428571428571,28.0,320.0
Heidelberg West,2,h,590000.0,9.4,3081.0,1.0,2.0,586.0,,,Banyule,-37.7418,145.0464,87.70833333333333,25.0,453.0
Heidelberg West,4,h,820000.0,9.4,3081.0,2.0,2.0,608.0,,,Banyule,-37.7437,145.0402,76.71428571428571,28.0,320.0
Heidelberg West,4,h,820000.0,9.4,3081.0,2.0,2.0,608.0,,,Banyule,-37.7437,145.0402,87.70833333333333,25.0,453.0
Heidelberg West,2,h,725000.0,9.4,3081.0,1.0,3.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,76.71428571428571,28.0,320.0
Heidelberg West,2,h,725000.0,9.4,3081.0,1.0,3.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,87.70833333333333,25.0,453.0
Heidelberg West,2,h,705000.0,9.4,3081.0,1.0,1.0,583.0,,,Banyule,-37.7352,145.0449,76.71428571428571,28.0,320.0
Heidelberg West,2,h,705000.0,9.4,3081.0,1.0,1.0,583.0,,,Banyule,-37.7352,145.0449,87.70833333333333,25.0,453.0
Heidelberg West,3,h,710000.0,9.4,3081.0,2.0,4.0,1.0,,,Banyule,-37.7411,145.0394,76.71428571428571,28.0,320.0
Heidelberg West,3,h,710000.0,9.4,3081.0,2.0,4.0,1.0,,,Banyule,-37.7411,145.0394,87.70833333333333,25.0,453.0
Heidelberg West,2,h,415000.0,9.4,3081.0,1.0,1.0,422.0,,,Banyule,-37.7343,145.04399999999995,76.71428571428571,28.0,320.0
Heidelberg West,2,h,415000.0,9.4,3081.0,1.0,1.0,422.0,,,Banyule,-37.7343,145.04399999999995,87.70833333333333,25.0,453.0
Heidelberg West,3,h,392000.0,9.4,3081.0,1.0,2.0,372.0,,,Banyule,-37.7383,145.0414,76.71428571428571,28.0,320.0
Heidelberg West,3,h,392000.0,9.4,3081.0,1.0,2.0,372.0,,,Banyule,-37.7383,145.0414,87.70833333333333,25.0,453.0
Heidelberg West,3,h,961000.0,9.4,3081.0,1.0,2.0,1179.0,,,Banyule,-37.7411,145.0468,76.71428571428571,28.0,320.0
Heidelberg West,3,h,961000.0,9.4,3081.0,1.0,2.0,1179.0,,,Banyule,-37.7411,145.0468,87.70833333333333,25.0,453.0
Heidelberg West,3,h,507000.0,9.4,3081.0,1.0,1.0,536.0,,,Banyule,-37.7403,145.0365,76.71428571428571,28.0,320.0
Heidelberg West,3,h,507000.0,9.4,3081.0,1.0,1.0,536.0,,,Banyule,-37.7403,145.0365,87.70833333333333,25.0,453.0
Heidelberg West,3,h,465000.0,9.4,3081.0,1.0,1.0,413.0,85.0,1960.0,Banyule,-37.7399,145.0369,76.71428571428571,28.0,320.0
Heidelberg West,3,h,465000.0,9.4,3081.0,1.0,1.0,413.0,85.0,1960.0,Banyule,-37.7399,145.0369,87.70833333333333,25.0,453.0
Heidelberg West,3,h,675000.0,9.4,3081.0,1.0,2.0,665.0,,,Banyule,-37.739,145.0451,76.71428571428571,28.0,320.0
Heidelberg West,3,h,675000.0,9.4,3081.0,1.0,2.0,665.0,,,Banyule,-37.739,145.0451,87.70833333333333,25.0,453.0
Hughesdale,2,h,1550000.0,13.0,3166.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,105.91304347826087,35.0,339.0
Hughesdale,2,h,1550000.0,13.0,3166.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,116.68085106382979,32.0,999.0
Hughesdale,3,h,1340000.0,13.0,3166.0,1.0,1.0,705.0,128.0,1920.0,Monash,-37.8994,145.0816,105.91304347826087,35.0,339.0
Hughesdale,3,h,1340000.0,13.0,3166.0,1.0,1.0,705.0,128.0,1920.0,Monash,-37.8994,145.0816,116.68085106382979,32.0,999.0
